SaleID,ProductID,QuantitySold,SaleDate,SalespersonID
4667,30,4,7/2/2025,6
4668,31,1,2/11/2025,66
4669,4,1,5/30/2024,32
4670,18,2,1/22/2025,53
4671,20,4,10/4/2024,69
4672,40,8,12/27/2023,83
4673,40,3,1/6/2024,2
4674,48,5,6/6/2024,43
4675,47,3,12/9/2024,87
4676,50,8,8/14/2023,40
4677,23,4,10/31/2023,68
4678,38,8,6/17/2024,4
4679,9,8,1/3/2024,75
4680,16,9,10/5/2024,46
4681,21,2,6/19/2024,20
4682,9,7,1/3/2024,14
4683,25,1,12/30/2024,99
4684,49,4,5/17/2024,14
4685,36,4,3/27/2025,49
4686,47,4,10/23/2024,3
4687,43,7,2/25/2025,79
4688,14,5,6/12/2024,21
4689,17,5,9/11/2024,61
4690,28,3,1/25/2025,2
4691,45,5,3/7/2025,21
4692,41,5,7/13/2025,10
4693,48,8,2/24/2025,91
4694,8,2,9/7/2024,19
4695,14,8,12/28/2023,53
4696,15,4,3/9/2024,76
4697,39,9,9/22/2023,49
4698,25,8,7/14/2025,80
4699,11,5,5/3/2024,8
4700,29,5,9/13/2024,57
4701,3,9,7/16/2025,89
4702,39,5,2/25/2024,24
4703,22,9,1/25/2025,47
4704,37,6,2/7/2024,82
4705,41,1,6/2/2024,21
4706,20,8,8/20/2024,8
4707,19,1,5/14/2024,19
4708,13,2,1/31/2024,30
4709,27,6,12/18/2024,91
4710,19,5,12/5/2024,100
4711,16,2,12/6/2023,100
4712,2,6,9/9/2024,26
4713,1,7,7/1/2024,20
4714,3,3,2/11/2024,78
4715,24,8,4/12/2024,97
4716,44,4,11/10/2023,73
4717,38,9,8/23/2024,87
4718,2,7,11/9/2024,45
4719,16,3,6/4/2024,64
4720,29,5,6/14/2025,30
4721,37,9,9/20/2024,53
4722,44,9,6/16/2024,50
4723,4,8,2/2/2024,62
4724,14,8,9/28/2024,42
4725,17,9,4/18/2024,28
4726,44,5,5/22/2024,58
4727,45,9,4/26/2025,31
4728,17,6,1/10/2025,90
4729,20,6,1/4/2025,100
4730,47,6,1/21/2025,59
4731,29,7,5/5/2025,100
4732,41,9,7/5/2024,75
4733,26,3,6/22/2025,12
4734,42,6,4/21/2025,45
4735,38,5,7/6/2024,66
4736,17,4,5/30/2024,68
4737,12,8,5/17/2025,32
4738,28,3,6/17/2024,41
4739,9,2,7/10/2024,98
4740,32,4,4/17/2025,55
4741,34,3,3/4/2024,69
4742,16,7,9/19/2024,5
4743,48,4,4/9/2024,63
4744,31,9,2/8/2024,4
4745,27,5,9/30/2023,41
4746,29,3,5/27/2024,12
4747,1,2,9/9/2024,99
4748,27,6,1/9/2025,37
4749,32,6,11/29/2023,98
4750,11,1,6/28/2024,55
4751,35,7,3/2/2025,45
4752,2,5,8/14/2023,28
4753,46,7,4/8/2025,59
4754,1,4,2/10/2024,7
4755,6,5,4/14/2024,60
4756,7,7,11/7/2024,53
4757,2,6,8/3/2023,40
4758,2,1,3/8/2025,52
4759,47,1,8/8/2024,11
4760,5,2,11/28/2024,96
4761,13,3,7/9/2025,50
4762,19,1,1/13/2024,50
4763,19,2,8/10/2024,96
4764,47,2,4/21/2025,95
4765,1,7,11/2/2024,48
4766,35,6,8/22/2023,84
4767,18,9,9/21/2024,54
4768,49,5,8/12/2023,6
4769,32,3,5/22/2025,50
4770,32,1,6/28/2025,82
4771,8,1,8/7/2024,85
4772,11,2,9/12/2024,3
4773,20,3,6/25/2025,41
4774,8,5,12/15/2024,92
4775,28,7,5/24/2024,28
4776,21,4,6/22/2024,32
4777,38,6,3/19/2025,39
4778,38,6,10/14/2024,88
4779,6,2,8/26/2023,71
4780,2,6,5/8/2024,63
4781,10,5,9/12/2024,19
4782,42,6,3/22/2024,1
4783,9,4,4/17/2025,33
4784,3,1,5/20/2025,33
4785,2,9,8/13/2023,11
4786,36,3,8/31/2024,60
4787,8,1,7/27/2023,87
4788,9,4,2/27/2024,28
4789,26,7,3/26/2025,62
4790,34,4,9/8/2024,47
4791,48,4,2/8/2025,17
4792,30,9,8/20/2024,74
4793,38,6,3/21/2024,72
4794,8,9,1/26/2024,9
4795,3,2,6/2/2025,83
4796,11,7,2/23/2025,8
4797,25,7,7/17/2024,59
4798,5,8,9/18/2024,69
4799,12,9,1/11/2024,78
4800,30,8,12/9/2023,45
4801,27,2,10/24/2023,33
4802,43,3,12/1/2024,38
4803,5,2,8/30/2023,63
4804,20,1,4/22/2025,12
4805,21,7,4/13/2024,67
4806,3,8,2/2/2025,29
4807,41,5,2/6/2025,22
4808,50,9,5/31/2025,34
4809,44,4,2/22/2025,70
4810,4,1,10/5/2024,99
4811,24,4,12/9/2023,39
4812,7,5,10/25/2023,16
4813,24,8,6/15/2025,31
4814,11,5,12/9/2024,49
4815,2,9,8/16/2024,44
4816,44,6,9/6/2024,79
4817,41,8,10/5/2023,46
4818,6,3,4/29/2025,1
4819,7,3,12/19/2024,44
4820,38,9,5/7/2025,84
4821,18,6,2/17/2025,87
4822,45,4,5/30/2025,84
4823,9,8,11/23/2024,96
4824,28,4,6/1/2025,46
4825,19,4,6/21/2024,89
4826,4,7,1/28/2024,72
4827,4,7,8/27/2023,53
4828,13,8,3/13/2025,33
4829,28,7,5/14/2024,45
4830,11,8,4/13/2025,64
4831,2,8,3/26/2024,94
4832,6,7,6/17/2024,3
4833,12,1,4/14/2024,24
4834,40,4,4/1/2024,76
4835,37,3,6/14/2025,31
4836,24,9,12/18/2023,71
4837,9,8,12/20/2024,40
4838,26,9,1/2/2024,81
4839,4,5,2/7/2024,50
4840,41,5,4/2/2025,74
4841,44,5,9/22/2023,15
4842,4,2,7/22/2023,21
4843,49,7,9/19/2023,21
4844,34,8,3/26/2024,60
4845,22,5,6/8/2025,93
4846,13,8,3/21/2025,65
4847,15,6,11/8/2023,21
4848,40,4,9/25/2023,55
4849,38,7,1/15/2025,69
4850,41,8,7/27/2024,79
4851,43,9,3/3/2024,26
4852,44,5,2/16/2025,75
4853,2,9,5/28/2024,55
4854,2,8,10/19/2023,85
4855,43,1,7/15/2025,46
4856,8,8,2/3/2025,62
4857,38,8,11/9/2024,70
4858,18,7,3/22/2024,54
4859,29,1,1/12/2024,4
4860,11,6,10/19/2024,45
4861,6,2,3/18/2024,85
4862,9,6,11/2/2023,54
4863,22,2,5/24/2025,81
4864,46,2,11/28/2023,53
4865,25,7,7/10/2024,95
4866,31,1,2/9/2024,44
4867,21,5,8/14/2023,87
4868,38,1,11/12/2024,96
4869,19,9,10/15/2023,36
4870,10,5,1/3/2024,34
4871,46,5,8/21/2024,52
4872,37,4,11/2/2023,6
4873,12,3,9/7/2024,38
4874,19,8,3/1/2025,86
4875,2,7,3/10/2024,33
4876,15,9,11/18/2024,75
4877,38,6,8/20/2024,55
4878,8,1,7/5/2024,23
4879,46,5,7/30/2024,44
4880,35,5,1/21/2024,100
4881,38,7,6/8/2025,28
4882,43,1,11/22/2023,64
4883,30,1,10/12/2023,48
4884,9,6,6/12/2024,59
4885,30,6,11/1/2024,83
4886,49,9,7/9/2025,59
4887,19,3,9/20/2023,43
4888,29,5,3/29/2025,43
4889,2,5,6/19/2025,77
4890,28,1,11/27/2023,13
4891,8,6,3/25/2025,72
4892,25,4,6/30/2025,43
4893,10,6,3/24/2024,13
4894,22,8,9/11/2023,35
4895,35,8,6/8/2024,91
4896,42,3,10/14/2024,11
4897,24,9,1/25/2024,21
4898,26,4,10/19/2023,72
4899,31,1,6/18/2024,26
4900,23,9,9/11/2024,94
4901,2,5,4/26/2025,86
4902,39,8,8/15/2024,50
4903,33,7,9/17/2023,49
4904,24,5,10/21/2024,74
4905,12,8,4/2/2025,90
4906,37,1,10/27/2023,91
4907,9,4,11/28/2024,86
4908,44,5,8/14/2023,13
4909,43,4,3/30/2024,39
4910,44,6,9/17/2024,55
4911,3,9,7/1/2025,7
4912,44,1,12/10/2023,43
4913,23,2,1/26/2025,42
4914,24,1,9/14/2024,58
4915,33,7,2/24/2025,12
4916,30,2,6/29/2025,13
4917,38,9,9/21/2024,12
4918,43,8,10/13/2024,76
4919,2,1,4/30/2025,38
4920,40,3,8/3/2024,3
4921,22,6,5/11/2024,72
4922,11,3,6/8/2025,62
4923,12,9,9/26/2023,31
4924,19,2,3/9/2024,77
4925,20,6,4/24/2024,72
4926,9,2,11/6/2024,37
4927,43,3,3/18/2024,24
4928,18,9,4/26/2025,92
4929,41,9,2/21/2025,68
4930,47,2,3/18/2025,64
4931,18,8,2/8/2024,16
4932,40,3,3/30/2024,18
4933,36,2,11/27/2023,68
4934,27,8,3/9/2025,40
4935,13,3,8/6/2023,58
4936,47,8,12/22/2023,97
4937,8,6,12/15/2023,45
4938,48,1,1/19/2025,53
4939,43,2,8/31/2024,27
4940,23,2,12/23/2024,36
4941,13,7,6/5/2025,68
4942,7,6,3/25/2024,100
4943,50,2,8/21/2023,13
4944,40,1,2/22/2025,51
4945,2,5,11/18/2023,48
4946,3,2,8/16/2024,60
4947,42,6,8/9/2024,78
4948,39,2,10/10/2023,70
4949,23,9,12/31/2024,51
4950,7,5,6/25/2025,14
4951,4,7,12/23/2024,43
4952,8,4,10/24/2023,3
4953,32,2,10/20/2023,25
4954,19,3,6/30/2025,34
4955,12,5,2/16/2025,70
4956,10,1,9/5/2023,56
4957,14,4,3/17/2024,65
4958,27,4,7/27/2024,60
4959,44,2,6/4/2024,48
4960,21,9,5/31/2024,72
4961,20,6,4/13/2024,81
4962,4,9,10/9/2024,77
4963,19,6,4/22/2025,19
4964,29,2,2/19/2025,35
4965,7,1,7/25/2024,97
4966,33,4,5/29/2024,33
4967,8,1,9/16/2024,42
4968,11,8,3/25/2025,54
4969,33,1,1/23/2024,39
4970,25,5,6/21/2024,64
4971,33,9,8/15/2024,38
4972,36,1,7/17/2024,38
4973,26,4,4/18/2024,73
4974,36,8,7/31/2024,52
4975,11,8,1/6/2024,47
4976,30,1,6/24/2025,65
4977,33,8,4/10/2024,100
4978,10,3,6/20/2025,42
4979,29,7,4/23/2025,55
4980,25,1,12/3/2023,59
4981,32,5,12/20/2024,66
4982,4,4,11/13/2023,74
4983,39,4,7/31/2024,54
4984,34,5,8/1/2024,51
4985,22,3,2/10/2024,23
4986,13,7,9/12/2024,73
4987,36,2,2/22/2024,11
4988,6,1,7/22/2024,36
4989,17,6,4/16/2025,56
4990,26,1,11/25/2023,42
4991,24,7,1/20/2025,99
4992,9,8,8/21/2023,13
4993,2,2,4/10/2025,83
4994,20,4,7/30/2024,99
4995,27,7,5/4/2025,52
4996,6,6,2/5/2024,30
4997,50,2,7/14/2025,82
4998,27,4,3/25/2024,12
4999,24,3,10/8/2024,76
5000,15,9,8/2/2023,21
5001,48,6,8/22/2023,12
5002,33,2,12/11/2023,62
5003,42,2,10/1/2024,92
5004,10,3,10/7/2024,93
5005,21,5,9/14/2023,39
5006,6,6,7/30/2024,44
5007,30,5,2/20/2024,4
5008,23,1,3/22/2025,31
5009,36,1,5/2/2025,24
5010,46,7,5/29/2024,42
5011,49,7,7/13/2025,49
5012,3,6,8/1/2024,82
5013,26,9,2/17/2025,90
5014,34,2,8/27/2024,20
5015,30,1,4/2/2025,8
5016,18,6,1/2/2025,33
5017,17,6,12/10/2023,68
5018,45,9,9/16/2023,38
5019,42,1,5/4/2025,86
5020,21,1,1/25/2025,36
5021,24,6,9/28/2024,48
5022,4,5,1/22/2024,95
5023,49,6,10/4/2023,8
5024,48,6,5/8/2024,73
5025,25,4,8/10/2024,82
5026,24,8,8/9/2023,99
5027,46,5,4/18/2024,60
5028,27,6,5/28/2024,24
5029,31,2,11/27/2024,17
5030,47,1,3/25/2025,65
5031,35,8,2/28/2025,39
5032,20,6,12/2/2024,79
5033,16,9,5/7/2025,55
5034,31,5,10/18/2024,77
5035,7,8,7/13/2025,87
5036,18,7,1/29/2024,93
5037,8,1,7/3/2025,61
5038,27,7,7/30/2023,31
5039,14,4,4/6/2024,28
5040,18,6,9/30/2023,32
5041,1,9,2/22/2024,7
5042,31,9,4/10/2025,78
5043,20,9,5/24/2024,14
5044,6,5,6/19/2024,96
5045,45,4,1/4/2025,73
5046,1,6,2/20/2025,54
5047,19,5,5/21/2024,70
5048,39,5,6/26/2024,51
5049,27,8,4/1/2025,79
5050,16,5,8/22/2023,30
5051,14,1,7/21/2023,30
5052,34,5,12/28/2024,16
5053,7,5,10/23/2023,23
5054,20,5,11/9/2024,31
5055,31,3,6/11/2024,12
5056,22,9,11/6/2023,85
5057,20,5,7/13/2024,3
5058,15,2,3/14/2025,67
5059,25,5,9/23/2023,38
5060,46,9,6/17/2025,86
5061,1,8,7/16/2025,85
5062,17,6,7/11/2024,16
5063,16,9,8/19/2023,82
5064,37,7,4/13/2024,4
5065,21,2,7/14/2024,20
5066,27,1,1/2/2025,45
5067,35,3,12/12/2023,13
5068,24,4,8/3/2023,95
5069,2,9,1/25/2025,2
5070,46,5,8/3/2024,94
5071,25,2,4/7/2024,31
5072,19,5,10/30/2024,28
5073,45,2,8/30/2023,73
5074,13,9,7/19/2023,59
5075,29,6,10/14/2023,11
5076,32,5,10/24/2024,35
5077,6,2,6/5/2024,49
5078,9,7,12/16/2024,44
5079,1,7,10/5/2024,58
5080,24,2,8/5/2023,51
5081,10,6,1/8/2025,17
5082,35,3,1/9/2024,90
5083,6,8,9/22/2024,4
5084,48,5,2/10/2024,33
5085,20,8,3/4/2025,62
5086,38,7,1/31/2025,81
5087,12,8,11/24/2024,72
5088,3,1,6/3/2025,90
5089,18,6,1/2/2025,43
5090,21,3,12/13/2024,84
5091,35,5,10/21/2024,42
5092,37,2,6/9/2024,51
5093,19,4,2/9/2024,38
5094,25,6,11/13/2023,43
5095,18,1,11/17/2024,48
5096,40,2,6/19/2025,42
5097,30,2,3/11/2025,57
5098,42,9,10/7/2023,54
5099,42,5,12/18/2023,97
5100,34,5,12/26/2024,17
5101,10,6,11/4/2024,51
5102,22,3,7/15/2025,9
5103,50,9,3/4/2024,84
5104,4,3,11/5/2024,8
5105,3,4,4/5/2025,63
5106,49,9,10/19/2024,56
5107,49,8,2/23/2024,70
5108,28,6,9/13/2024,9
5109,22,8,2/2/2025,75
5110,12,1,3/10/2024,5
5111,49,4,12/7/2024,72
5112,13,4,12/28/2023,64
5113,41,2,11/25/2023,52
5114,33,2,12/27/2024,35
5115,47,9,9/18/2023,60
5116,19,6,7/5/2024,89
5117,41,7,7/16/2024,100
5118,17,4,8/10/2024,39
5119,47,3,5/20/2025,6
5120,34,3,7/27/2023,88
5121,4,5,12/1/2023,21
5122,39,6,2/6/2024,36
5123,8,2,9/1/2023,18
5124,33,7,3/18/2024,1
5125,1,7,2/13/2024,93
5126,5,1,10/2/2024,17
5127,32,7,3/23/2024,69
5128,40,4,12/5/2024,6
5129,1,4,7/1/2025,58
5130,35,3,6/8/2024,45
5131,22,9,7/22/2023,72
5132,29,3,2/21/2024,89
5133,17,4,9/18/2024,83
5134,30,3,5/6/2025,48
5135,35,8,9/1/2024,50
5136,1,8,3/14/2024,56
5137,4,8,7/29/2023,9
5138,9,5,12/3/2023,92
5139,45,7,2/13/2025,62
5140,32,3,2/6/2024,31
5141,5,8,5/17/2024,65
5142,14,2,7/25/2023,61
5143,26,8,6/26/2024,10
5144,23,6,5/20/2025,53
5145,46,2,4/24/2025,64
5146,22,6,10/28/2023,64
5147,27,2,1/28/2024,50
5148,25,3,10/7/2023,86
5149,36,5,1/19/2025,65
5150,4,1,2/15/2024,77
5151,32,9,2/15/2024,14
5152,9,3,6/16/2025,23
5153,2,1,5/29/2025,28
5154,42,6,6/30/2024,93
5155,50,1,5/5/2024,58
5156,39,3,3/8/2024,40
5157,46,7,3/14/2025,64
5158,25,4,7/12/2025,97
5159,47,9,3/13/2025,2
5160,10,7,2/5/2025,43
5161,37,5,12/10/2024,97
5162,25,9,5/13/2025,88
5163,40,3,6/26/2024,12
5164,29,8,12/21/2024,92
5165,37,8,7/25/2023,35
5166,5,4,5/6/2024,74
5167,14,1,8/4/2023,98
5168,33,4,1/7/2025,69
5169,27,9,5/16/2024,63
5170,5,1,10/10/2024,41
5171,44,3,11/28/2023,64
5172,15,8,6/3/2024,18
5173,3,3,8/23/2023,70
5174,1,2,1/15/2025,11
5175,24,1,6/13/2025,65
5176,12,9,8/23/2024,23
5177,45,3,10/6/2023,4
5178,14,7,5/9/2025,7
5179,42,3,6/2/2025,41
5180,20,8,6/5/2025,49
5181,14,9,9/6/2023,17
5182,14,8,7/7/2024,75
5183,45,5,12/3/2023,55
5184,35,2,7/13/2024,27
5185,19,6,4/2/2025,12
5186,20,8,2/24/2025,47
5187,42,2,10/31/2023,34
5188,44,6,4/11/2025,8
5189,23,7,2/20/2025,23
5190,34,9,3/6/2025,26
5191,1,9,2/27/2024,34
5192,4,2,12/31/2023,32
5193,40,1,9/26/2024,6
5194,17,7,9/29/2024,65
5195,26,6,9/30/2023,59
5196,14,4,9/29/2023,50
5197,46,9,2/22/2024,68
5198,32,1,2/15/2024,89
5199,36,7,2/15/2025,8
5200,20,5,1/7/2024,40
5201,16,5,4/4/2025,46
5202,19,6,11/8/2024,84
5203,45,2,3/26/2025,78
5204,39,3,4/20/2025,33
5205,24,9,1/15/2025,58
5206,14,4,7/16/2024,3
5207,29,6,1/30/2025,79
5208,42,3,9/22/2024,27
5209,14,3,1/11/2024,83
5210,11,9,12/28/2023,65
5211,11,9,2/24/2025,57
5212,47,3,6/12/2024,35
5213,40,3,2/12/2025,52
5214,24,6,1/2/2024,97
5215,22,1,8/28/2024,51
5216,49,5,10/22/2024,17
5217,21,9,4/17/2025,77
5218,6,9,10/25/2024,52
5219,14,8,7/6/2024,48
5220,9,6,5/3/2024,58
5221,35,9,11/10/2024,76
5222,44,3,10/21/2024,26
5223,36,9,9/17/2023,27
5224,25,8,8/29/2023,24
5225,15,1,6/19/2024,81
5226,45,9,7/17/2025,11
5227,28,8,11/21/2024,86
5228,50,8,4/13/2024,8
5229,14,6,10/15/2023,48
5230,13,9,6/23/2024,32
5231,41,8,9/21/2024,29
5232,31,2,9/5/2024,96
5233,5,6,4/6/2024,5
5234,19,8,3/1/2024,49
5235,8,6,5/20/2025,13
5236,13,9,12/25/2024,89
5237,41,5,2/7/2025,42
5238,17,8,3/2/2025,10
5239,32,2,5/2/2024,26
5240,5,5,7/10/2024,26
5241,9,1,3/8/2024,85
5242,43,5,9/21/2023,23
5243,34,7,2/29/2024,44
5244,45,1,2/9/2025,76
5245,1,3,9/5/2024,39
5246,40,6,1/19/2025,43
5247,15,1,2/3/2024,52
5248,32,3,8/1/2023,58
5249,34,8,12/29/2023,89
5250,35,9,1/30/2024,76
5251,49,7,2/12/2024,100
5252,50,4,9/22/2024,32
5253,28,7,4/14/2025,18
5254,17,7,5/20/2024,42
5255,46,7,12/13/2024,84
5256,11,8,7/22/2023,2
5257,23,4,4/23/2025,60
5258,26,4,11/30/2023,33
5259,46,9,8/12/2023,46
5260,5,8,12/31/2023,81
5261,26,4,9/17/2024,59
5262,6,6,2/21/2025,100
5263,43,9,8/28/2023,94
5264,34,6,7/31/2024,57
5265,42,5,6/15/2024,62
5266,13,7,12/6/2023,63
5267,25,2,1/20/2025,73
5268,2,8,9/22/2024,31
5269,14,7,10/1/2023,39
5270,17,6,7/31/2024,85
5271,41,3,9/19/2024,22
5272,40,9,1/31/2025,17
5273,40,2,2/29/2024,3
5274,39,4,9/25/2023,32
5275,25,2,2/13/2024,33
5276,27,6,7/12/2024,64
5277,48,7,1/16/2025,10
5278,24,9,9/12/2024,5
5279,49,6,5/8/2024,68
5280,33,6,2/10/2024,38
5281,27,5,9/23/2023,96
5282,45,4,8/25/2023,41
5283,31,4,3/30/2024,84
5284,48,4,2/6/2024,73
5285,38,5,7/24/2023,61
5286,15,1,7/16/2024,15
5287,44,2,3/27/2024,52
5288,40,3,3/21/2024,8
5289,1,7,11/19/2024,56
5290,11,1,4/28/2025,98
5291,15,3,8/4/2024,30
5292,33,7,2/23/2025,74
5293,48,6,8/14/2024,78
5294,32,2,8/14/2023,34
5295,25,4,8/4/2023,59
5296,39,1,8/15/2024,56
5297,33,5,3/11/2025,86
5298,29,2,8/20/2023,13
5299,34,8,6/14/2024,51
5300,8,6,12/27/2023,59
5301,11,1,9/8/2023,62
5302,13,2,5/23/2024,29
5303,5,4,6/28/2025,93
5304,50,3,7/8/2024,62
5305,19,9,12/13/2023,7
5306,21,1,5/25/2024,44
5307,3,7,11/30/2024,6
5308,26,9,5/19/2024,99
5309,33,9,3/15/2025,62
5310,30,6,10/19/2023,68
5311,22,7,1/16/2025,78
5312,5,8,7/2/2025,70
5313,19,3,8/10/2023,17
5314,9,5,11/20/2023,49
5315,24,4,6/7/2025,24
5316,39,9,10/29/2023,77
5317,12,9,5/12/2024,12
5318,46,4,1/16/2024,57
5319,48,2,2/28/2024,29
5320,45,1,4/5/2024,88
5321,27,3,7/29/2023,62
5322,50,2,6/30/2025,98
5323,42,5,7/31/2023,78
5324,21,6,4/20/2024,27
5325,38,9,1/16/2024,5
5326,35,4,10/11/2023,40
5327,32,4,7/24/2024,47
5328,36,4,2/1/2025,9
5329,33,1,12/10/2024,16
5330,43,3,8/13/2024,13
5331,17,4,8/26/2023,54
5332,5,1,3/23/2024,15
5333,44,5,6/14/2024,100
5334,20,9,8/13/2023,25
5335,23,1,8/8/2023,16
5336,39,7,3/7/2025,44
5337,4,2,9/16/2024,95
5338,26,9,12/19/2023,47
5339,30,4,11/9/2024,33
5340,48,3,3/20/2025,84
5341,47,7,4/24/2025,26
5342,46,6,4/29/2025,99
5343,29,8,4/27/2025,40
5344,34,9,12/17/2023,71
5345,10,7,12/28/2024,45
5346,20,6,9/24/2023,95
5347,24,8,12/23/2024,81
5348,34,9,10/19/2024,43
5349,37,8,5/8/2025,72
5350,13,6,10/18/2024,23
5351,23,8,1/10/2024,47
5352,10,9,2/7/2024,44
5353,22,6,3/8/2024,82
5354,45,6,8/5/2024,42
5355,14,2,9/13/2024,12
5356,25,9,3/6/2025,94
5357,18,8,8/16/2024,36
5358,20,5,1/16/2025,79
5359,28,3,8/14/2023,82
5360,8,9,4/15/2025,89
5361,5,7,9/18/2024,13
5362,21,9,12/4/2023,88
5363,20,7,9/8/2023,81
5364,44,8,1/14/2025,65
5365,16,5,1/30/2024,27
5366,20,6,6/19/2025,20
5367,25,8,2/26/2025,18
5368,7,7,6/16/2024,64
5369,25,1,11/7/2023,9
5370,36,4,6/21/2025,74
5371,10,8,7/25/2023,25
5372,40,9,7/24/2023,1
5373,16,6,4/25/2025,59
5374,4,4,3/6/2025,36
5375,10,2,7/31/2024,18
5376,48,9,8/2/2023,47
5377,31,1,8/29/2023,79
5378,12,5,4/24/2025,33
5379,20,8,3/25/2025,22
5380,32,4,11/25/2023,88
5381,2,1,5/5/2024,65
5382,11,4,4/10/2025,11
5383,20,5,11/2/2024,26
5384,23,5,4/28/2024,90
5385,13,1,10/15/2023,70
5386,35,2,4/6/2024,97
5387,17,6,7/28/2024,63
5388,10,5,3/4/2024,78
5389,40,9,5/15/2025,88
5390,38,7,7/3/2024,38
5391,14,5,12/20/2024,49
5392,19,9,10/17/2023,17
5393,32,1,8/10/2023,57
5394,33,3,11/5/2023,14
5395,43,2,10/6/2024,83
5396,25,7,4/29/2025,8
5397,25,9,2/13/2024,56
5398,14,2,12/11/2024,23
5399,45,6,10/23/2024,44
5400,44,2,3/6/2024,66
5401,38,3,12/10/2024,3
5402,36,1,3/8/2025,53
5403,24,6,5/10/2024,13
5404,41,2,10/31/2024,69
5405,39,3,2/8/2024,82
5406,39,6,8/9/2023,1
5407,13,6,12/6/2024,21
5408,2,4,6/8/2024,83
5409,34,1,9/12/2023,56
5410,15,7,9/23/2024,98
5411,48,2,5/4/2024,2
5412,2,6,9/17/2023,84
5413,25,7,7/1/2025,31
5414,5,2,3/7/2025,13
5415,34,6,2/7/2024,14
5416,39,1,9/13/2023,76
5417,5,6,6/14/2024,57
5418,43,8,7/4/2024,13
5419,8,8,9/29/2023,88
5420,49,7,1/29/2025,95
5421,14,4,8/6/2024,14
5422,29,4,11/26/2023,94
5423,30,5,3/12/2025,27
5424,37,8,7/14/2024,100
5425,4,4,11/26/2023,70
5426,35,9,8/27/2023,60
5427,7,3,10/21/2024,70
5428,26,9,1/17/2025,15
5429,32,2,6/26/2025,56
5430,43,6,4/26/2024,88
5431,33,5,9/20/2023,62
5432,24,5,2/27/2024,13
5433,50,6,11/28/2024,7
5434,1,7,9/21/2024,21
5435,29,4,10/31/2023,14
5436,48,4,8/29/2023,3
5437,45,9,7/3/2025,63
5438,38,4,10/4/2024,43
5439,38,8,3/22/2024,99
5440,21,1,4/10/2025,12
5441,23,4,3/14/2025,55
5442,46,2,3/9/2025,85
5443,5,5,9/1/2023,59
5444,30,2,10/16/2023,20
5445,40,7,12/20/2024,91
5446,18,7,10/18/2023,69
5447,6,9,2/22/2025,45
5448,5,4,7/13/2024,55
5449,42,5,12/24/2023,59
5450,18,3,1/18/2024,75
5451,13,7,12/21/2024,60
5452,20,5,6/2/2025,61
5453,38,9,4/5/2025,42
5454,21,7,10/31/2024,44
5455,4,4,8/5/2024,6
5456,13,7,10/22/2023,69
5457,18,1,3/31/2024,22
5458,13,2,10/12/2023,65
5459,13,3,7/22/2024,84
5460,39,5,6/4/2024,88
5461,37,5,5/31/2025,20
5462,35,7,8/20/2024,47
5463,38,9,10/6/2024,48
5464,40,9,4/9/2025,93
5465,27,6,4/13/2025,24
5466,26,7,2/8/2024,72
5467,12,8,2/24/2024,98
5468,2,4,2/22/2024,86
5469,43,7,12/17/2024,39
5470,20,6,6/14/2025,55
5471,35,8,1/2/2024,97
5472,10,1,5/6/2024,94
5473,8,5,10/6/2023,55
5474,40,3,11/2/2024,70
5475,46,9,3/20/2025,63
5476,36,9,12/3/2024,77
5477,31,3,12/9/2024,19
5478,15,2,9/17/2024,58
5479,42,5,10/10/2024,26
5480,18,4,3/1/2025,81
5481,15,7,12/6/2023,91
5482,19,8,4/29/2024,88
5483,24,4,8/1/2024,47
5484,35,3,9/29/2023,14
5485,2,9,12/16/2023,3
5486,13,8,3/23/2025,69
5487,45,7,10/18/2023,14
5488,9,8,7/8/2024,8
5489,35,8,9/22/2023,89
5490,2,8,1/28/2024,15
5491,46,1,1/11/2024,45
5492,16,4,7/12/2025,45
5493,46,7,10/9/2023,3
5494,36,6,12/20/2024,11
5495,2,3,7/17/2025,9
5496,16,3,8/31/2023,4
5497,8,4,5/5/2025,79
5498,1,6,9/28/2024,91
5499,18,1,3/21/2025,95
5500,41,4,6/14/2024,50
5501,26,9,10/2/2023,80
5502,44,7,2/20/2025,96
5503,5,6,2/25/2025,98
5504,21,5,4/29/2025,6
5505,35,2,6/2/2024,44
5506,40,2,7/29/2023,5
5507,28,6,2/27/2024,57
5508,26,9,12/1/2024,88
5509,32,9,5/28/2025,49
5510,48,1,4/27/2024,83
5511,50,7,8/10/2024,94
5512,44,7,4/25/2025,76
5513,44,2,6/6/2024,69
5514,21,4,2/19/2024,28
5515,4,8,8/26/2024,39
5516,42,6,6/4/2025,34
5517,41,7,2/9/2024,62
5518,36,6,6/14/2025,12
5519,24,9,9/22/2024,87
5520,33,9,3/15/2025,69
5521,5,6,5/12/2024,54
5522,3,6,7/15/2024,80
5523,11,9,8/12/2024,73
5524,45,9,9/18/2024,97
5525,32,3,2/16/2024,37
5526,22,7,9/10/2024,33
5527,11,3,12/21/2024,49
5528,38,4,4/12/2025,1
5529,22,9,3/4/2024,47
5530,4,8,12/20/2023,37
5531,39,6,5/23/2025,9
5532,3,6,8/6/2024,18
5533,10,8,4/21/2025,85
5534,37,2,2/17/2024,44
5535,19,5,12/20/2024,78
5536,18,7,11/20/2023,70
5537,28,3,10/16/2023,63
5538,31,8,6/28/2024,3
5539,17,3,5/17/2025,18
